Genus,Specie_name,main,Clade,Subfam,Family,Annot_level_1,Annot_level_2,Annot_level_3,Annot_level_4
Gymnocalycium,Gymnocalycium_mihanovichii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_monvillei,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_mostii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_nigriareolatum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_ochoterenae,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_oenanthemum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_paraguayense,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_pflanzii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_pugionacanthum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_quehlianum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_reductum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_rhodantherum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_ritterianum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_robustum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_saglionis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_schickendantzii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_schroederianum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_spegazzinii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_striglianum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_taningaense,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Gymnocalycium,Gymnocalycium_uebelmannianum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_acranthus,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_australis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_chilensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_decumbens,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_fascicularis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_limensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_platinospinus,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_tenuis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Haageocereus,Haageocereus_versicolor,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_aboriginum,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_adscendens,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_bonplandii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_brookii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_caymanensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_divaricata,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_earlei,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_eriophora,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_fernowii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_fragrans,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_gracilis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_martinii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_pomanensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_portoricensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_regelii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_taetra,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_tetracantha,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Harrisia,Harrisia_tortuosa,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Hatiora,Hatiora_cylindrica,Rhipsalideae,Rhipsalideae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Rhipsalideae
Hatiora,Hatiora_herminiae,Rhipsalideae,Rhipsalideae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Rhipsalideae
Hatiora,Hatiora_salicornioides,Rhipsalideae,Rhipsalideae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Rhipsalideae
Homalocephala,Homalocephala_parryi,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Homalocephala,Homalocephala_polycephala,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Homalocephala,Homalocephala_texensis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Isolatocereus,Isolatocereus_dumortieri,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Jasminocereus,Jasminocereus_thouarsii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Kadenicarpus,Kadenicarpus_horripilus,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Kadenicarpus,Kadenicarpus_pseudomacrochele,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Kimnachia,Kimnachia_ramulosa,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Hylocereeae
Kroenleinia,Kroenleinia_grusonii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Lasiocereus,Lasiocereus_fulvus,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lasiocereus,Lasiocereus_rupicola,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lemaireocereus,Lemaireocereus_hollianus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Pachycerinae
Lemaireocereus,Lemaireocereus_lepidanthus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Pachycerinae
Leocereus,Leocereus_bahiensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lepismium,Lepismium_cruciforme,Rhipsalideae,Rhipsalideae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Rhipsalideae
Lepismium,Lepismium_houlletianum,Rhipsalideae,Rhipsalideae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Rhipsalideae
Lepismium,Lepismium_lorentzianum,Rhipsalideae,Rhipsalideae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Rhipsalideae
Lepismium,Lepismium_lumbricoides,Rhipsalideae,Rhipsalideae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Rhipsalideae
Lepismium,Lepismium_warmingianum,Rhipsalideae,Rhipsalideae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Rhipsalideae
Leptocereus,Leptocereus_arboreus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_assurgens,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_carinatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_ekmanii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_leonii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_maxonii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_nudiflorus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_paniculatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_prostratus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_quadricostatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_scopulophilus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_sylvestris,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leptocereus,Leptocereus_wrightii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,
Leuchtenbergia,Leuchtenbergia_principis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Leucostele,Leucostele_atacamensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Leucostele,Leucostele_chiloensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Leucostele,Leucostele_deserticola,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Leucostele,Leucostele_litoralis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Leucostele,Leucostele_nigripilis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Leucostele,Leucostele_skottsbergii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Leucostele,Leucostele_terscheckii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Leucostele,Leucostele_werdermanniana,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Leuenbergeria,Leuenbergeria_aureiflora,Leuenbergeria,Leuenbergeria,Leuenbergerioideae,Cactaceae,Cactaceae,,,Leuenbergeria
Leuenbergeria,Leuenbergeria_bleo,Leuenbergeria,Leuenbergeria,Leuenbergerioideae,Cactaceae,Cactaceae,,,Leuenbergeria
Leuenbergeria,Leuenbergeria_guamacho,Leuenbergeria,Leuenbergeria,Leuenbergerioideae,Cactaceae,Cactaceae,,,Leuenbergeria
Leuenbergeria,Leuenbergeria_lychnidiflora,Leuenbergeria,Leuenbergeria,Leuenbergerioideae,Cactaceae,Cactaceae,,,Leuenbergeria
Leuenbergeria,Leuenbergeria_marcanoi,Leuenbergeria,Leuenbergeria,Leuenbergerioideae,Cactaceae,Cactaceae,,,Leuenbergeria
Leuenbergeria,Leuenbergeria_portulacifolia,Leuenbergeria,Leuenbergeria,Leuenbergerioideae,Cactaceae,Cactaceae,,,Leuenbergeria
Leuenbergeria,Leuenbergeria_quisqueyana,Leuenbergeria,Leuenbergeria,Leuenbergerioideae,Cactaceae,Cactaceae,,,Leuenbergeria
Leuenbergeria,Leuenbergeria_zinniiflora,Leuenbergeria,Leuenbergeria,Leuenbergerioideae,Cactaceae,Cactaceae,,,Leuenbergeria
Lobivia,Lobivia_ancistrophora,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_arachnacantha,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_caineana,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_cardenasiana,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_chrysochete,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_ferox,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_lateritia,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_mamillosa,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_maximiliana,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_minutiflora,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_obrepanda,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_pugionacantha,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_rauschii,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_schieliana,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_taratensis,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lobivia,Lobivia_tiegeliana,Core II,BCT,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae II,BCT
Lophocereus,Lophocereus_gatesii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Pachycerinae
Lophocereus,Lophocereus_marginatus,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Pachycerinae
Lophocereus,Lophocereus_schottii,Core I,Core I,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Core Cactoideae I,Pachycerinae
Lophophora,Lophophora_diffusa,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Lophophora,Lophophora_fricii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Lophophora,Lophophora_williamsii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Lymanbensonia,Lymanbensonia_brevispina,Calymmanthium,Calymmanthium,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Calymmanthium
Lymanbensonia,Lymanbensonia_incachacana,Calymmanthium,Calymmanthium,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Calymmanthium
Lymanbensonia,Lymanbensonia_micrantha,Calymmanthium,Calymmanthium,Cactoideae,Cactaceae,Cactaceae,Cactoideae,,Calymmanthium
Maihuenia,Maihuenia_patagonica,Maihuenia,Maihuenia,Maihuenioideae,Cactaceae,Cactaceae,,,Maihuenia
Maihuenia,Maihuenia_poeppigii,Maihuenia,Maihuenia,Maihuenioideae,Cactaceae,Cactaceae,,,Maihuenia
Maihueniopsis,Maihueniopsis_archiconoidea,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_atacamensis,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_clavarioides,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_colorea,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_conoidea,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_darwinii,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_domeykoensis,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_glochidiata,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_glomerata,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_hickenii,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_minuta,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_molfinoi,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_ovata,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Maihueniopsis,Maihueniopsis_platyacantha,Tephrocacteae,Tephrocacteae,Opuntioideae,Cactaceae,Cactaceae,Opuntioideae,,Tephrocacteae
Mammillaria,Mammillaria_albicoma,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_albiflora,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_albilanata,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_anniana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_aureilanata,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_backebergiana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_baumii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_beneckei,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_bocasana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_bocensis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_bombycina,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_brandegeei,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_candida,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_carmenae,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_carnea,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_carretii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_coahuilensis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_compressa,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_crinita,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_crucigera,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_decipiens,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_deherdtiana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_densispina,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_discolor,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_dixanthocentron,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_duoformis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_duwei,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_elongata,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_eriacantha,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_erythrosperma,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_evermanniana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_fittkaui,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_flavicentra,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_formosa,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_gasseriana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_geminispina,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_gigantea,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_glassii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_grusonii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_guerreronis,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_guillauminiana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_haageana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_hahniana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_halbingeri,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_hernandezii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_herrerae,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_heyderi,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_huitzilopochtli,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_humboldtii,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_jaliscana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_karwinskiana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_klissingiana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_knippeliana,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_lasiacantha,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_laui,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_lenta,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_longiflora,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
Mammillaria,Mammillaria_longimamma,Cacteae,Cacteae,Cactoideae,Cactaceae,Cactaceae,Cactoideae,Cacteae,
